"Message",Normal,"Создание каталога ""C:\Users\Sergey\Documents\Visual Studio 2015\Projects\TheQuestionReborn\TheQuestionReborn\obj\ARM\Release\ilc\intermediate\ILTransformed\""."
"Message",Low,"Выполнение задачи ""MakeDir"" завершено."
"Message",Low,"Задача ""IlcErrorTask"" пропущена из-за невыполненного условия; выражение ('$(PlatformTarget)'=='') равно ('arm'=='')."
"Message",Low,"Задача ""IlcErrorTask"" пропущена из-за невыполненного условия; выражение ('$(BuildSharedAssemblies)' == 'true' and '$(UseSharedAssemblies)' == 'true') равно ('false' == 'true' and 'false' == 'true')."
"Message",Low,"Задача ""ResolveFilePathTask"""
"Message",Low,"Выполнение задачи ""ResolveFilePathTask"" завершено."
"Message",Low,"Задача ""IlcErrorTask"" пропущена из-за невыполненного условия; выражение ('@(UnresolvedMcgSourceContractsReferencesErrorParameters)'!='') равно (''!='')."
"Message",Low,"Задача ""ResolveFilePathTask"""
"Message",Low,"Выполнение задачи ""ResolveFilePathTask"" завершено."
"Message",Low,"Задача ""IlcErrorTask"" пропущена из-за невыполненного условия; выражение ('@(UnresolvedMcgSourceFacadeErrorParameters)'!='') равно (''!='')."
"Message",Low,"Задача ""ResolveFilePathTask"""
"Message",Low,"Выполнение задачи ""ResolveFilePathTask"" завершено."
"Message",Low,"Задача ""ResolveFilePathTask"""
"Message",Low,"Выполнение задачи ""ResolveFilePathTask"" завершено."
"Message",Low,"Задача ""IlcErrorTask"" пропущена из-за невыполненного условия; выражение ('@(UnresolvedManagedDllFilesErrorParameters)'!='') равно (''!='')."
"Message",Low,"Задача ""AssemblyClosureTask"""
"Message",Low,"Выполнение задачи ""AssemblyClosureTask"" завершено."
"Message",Low,"Задача ""ResolveFilePathTask"""
"Message",Low,"Выполнение задачи ""ResolveFilePathTask"" завершено."
"Message",Low,"Задача ""IlcErrorTask"" пропущена из-за невыполненного условия; выражение ('@(UnresolvedCoreAssemblyErrorParameters)'!='') равно (''!='')."
"Message",Low,"Задача ""RemoveDuplicates"""
"Message",Low,"Выполнение задачи ""RemoveDuplicates"" завершено."
"Message",Low,"Задача ""AddToNativePackageTask"" пропущена из-за невыполненного условия; выражение ('@(NeedsClrCompression)' != '') равно ('' != '')."
"Message",Low,"Задача ""MakeDir"""
"Message",Normal,"Создание каталога ""C:\Users\Sergey\Documents\Visual Studio 2015\Projects\TheQuestionReborn\TheQuestionReborn\obj\ARM\Release\ilc\intermediate\SgGenerated""."
"Message",Low,"Выполнение задачи ""MakeDir"" завершено."
"Message",Low,"Используется задача ""WriteLinesToFile"" из сборки ""Microsoft.Build.Tasks.v4.0, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a""."
"Message",Low,"Задача ""WriteLinesToFile"""
"Message",Low,"Выполнение задачи ""WriteLinesToFile"" завершено."
"Message",Low,"Задача ""ReadLinesFromFile"" пропущена из-за невыполненного условия; выражение ('$(UseSharedAssemblies)' == 'true') равно ('false' == 'true')."
"Message",Low,"Задача ""MakeDir"""
"Message",Normal,"Создание каталога ""C:\Users\Sergey\Documents\Visual Studio 2015\Projects\TheQuestionReborn\TheQuestionReborn\obj\ARM\Release\ilc\intermediate\ResW\""."
"Message",Low,"Выполнение задачи ""MakeDir"" завершено."
"Message",Low,"Задача ""IlcWarningTask"" пропущена из-за невыполненного условия; выражение ('$(BuildSharedAssemblies)' != 'true' and '@(ReducerInputFiles)' == '') равно ('false' != 'true' and 'C:\Users\Sergey\Documents\Visual Studio 2015\Projects\TheQuestionReborn\TheQuestionReborn\obj\ARM\Release\ilc\in\Properties\Default.rd.xml' == '')."
"Message",Low,"Задача ""ILTransformTask"""
"Message",Normal,"Running 'Mcg' transform, heap at 11 mb."
"Message",High,"Вычисление закрытия приложения и создание кода взаимодействия"
"Message",Normal,"  Список LIB-файлов:"
"Message",Normal,"      mincore.lib"
"Message",Normal,"  Список путей поиска LIB-файлов:"
"Message",Normal,"      C:\Program Files (x86)\Windows Kits\10\lib\10.0.10586.0\um\arm"
"Message",Normal,"  Идет загрузка экспортированных данных из LIB-файлов..."
"Message",Normal,"      4189 экспортирует операции чтения из ""C:\Program Files (x86)\Windows Kits\10\lib\10.0.10586.0\um\arm\mincore.lib""."
"Message",Normal,"  Идет загрузка модулей 92..."
"Message",Normal,"  Идет обнаружение типов..."
"Message",Normal,"      Импортированные директивы отражений из файлов 19:"
"Message",Normal,"          C:\Users\Sergey\Documents\Visual Studio 2015\Projects\TheQuestionReborn\TheQuestionReborn\obj\ARM\Release\ilc\in\Properties\Default.rd.xml"
"Message",Normal,"          Встроенный манифест System.Diagnostics.Tracing: Resources.System.Diagnostics.Tracing.rd.xml"
"Message",Normal,"          Встроенный манифест System.Private.CoreLib: Resources.System.Private.CoreLib.rd.xml"
"Message",Normal,"          Встроенный манифест System.Private.Uri: Resources.System.Private.Uri.rd.xml"
"Message",Normal,"          Встроенный манифест System.Private.Reflection: Resources.System.Private.Reflection.rd.xml"
"Message",Normal,"          Встроенный манифест System.Private.Reflection.Core: Resources.System.Private.Reflection.Core.rd.xml"
"Message",Normal,"          Встроенный манифест System.Private.Interop: Resources.System.Private.Interop.rd.xml"
"Message",Normal,"          Встроенный манифест System.Xml.XmlSerializer: System.Xml.XmlSerializer.Resources.System.Xml.XmlSerializer.rd.xml"
"Message",Normal,"          Встроенный манифест System.Xml.ReaderWriter: System.Xml.Resources.System.Xml.ReaderWriter.rd.xml"
"Message",Normal,"          Встроенный манифест System.Private.PortableThunks: Resources.System.Private.PortableThunks.rd.xml"
"Message",Normal,"          Встроенный манифест System.Xml.XDocument: System.Xml.Resources.System.Xml.XDocument.rd.xml"
"Message",Normal,"          Встроенный манифест System.Runtime.Serialization.Primitives: System.Runtime.Serialization.Primitives.Resources.System.Runtime.Serialization.Primitives.rd.xml"
"Message",Normal,"          Встроенный манифест System.Linq.Expressions: Resources.System.Linq.Expressions.rd.xml"
"Message",Normal,"          Встроенный манифест System.Dynamic.Runtime: Resources.System.Dynamic.Runtime.rd.xml"
"Message",Normal,"          Встроенный манифест Microsoft.CSharp: Microsoft.CSharp.Resources.Microsoft.CSharp.rd.xml"
"Message",Normal,"          Встроенный манифест System.Private.DataContractSerialization: System.Private.DataContractSerialization.Resources.System.Private.DataContractSerialization.rd.xml"
"Message",Normal,"          Встроенный манифест Microsoft.Toolkit.Uwp.Notifications: Microsoft.Toolkit.Uwp.Notifications.Properties.Microsoft.Toolkit.Uwp.Notifications.rd.xml"
"Message",Normal,"          Microsoft.ApplicationInsights"
"Message",Normal,"          Newtonsoft.Json"
"Message",Normal,"      Импортированы корни XAML из файлов 1:"
"Message",Normal,"          C:\Users\Sergey\Documents\Visual Studio 2015\Projects\TheQuestionReborn\TheQuestionReborn\obj\ARM\Release\ilc\in\TheQuestionReborn.xr.xml"
"Message",Normal,"  3808 type(s) discovered in 18817,00 ms. "
"Message",Normal,"  Идет импорт типов в IR..."
"Message",Normal,"      Корни WinRT: 1930"
"Message",Normal,"      Корни CCW: 1871"
"Message",Normal,"      Корни COM: 7"
"Message",Normal,"      Методы PInvoke: 66"
"Message",Normal,"      Делегаты PInvoke: 2"
"Message",Normal,"      Структуры PInvoke: 24"
"Message",Normal,"  5442 types imported in 668,00 ms. "
"Message",Normal,"  Идет создание кода..."
"Message",Normal,"      Выполняется разрешение P/invoke..."
"Message",Normal,"          P/invoke ""RhWaitForPendingFinalizers"" не удалось разрешить; будет использовано значение по умолчанию [MRT]!RhWaitForPendingFinalizers."
"Message",Normal,"          P/invoke ""RhCompatibleReentrantWaitAny"" не удалось разрешить; будет использовано значение по умолчанию [MRT]!RhCompatibleReentrantWaitAny."
"Message",Normal,"          P/invoke ""_ecvt_s"" не удалось разрешить; будет использовано значение по умолчанию [MRT]!_ecvt_s."
"Message",Normal,"          P/invoke ""memmove"" не удалось разрешить; будет использовано значение по умолчанию [MRT]!memmove."
"Message",Normal,"          Метод P/invoke ""GetLastError"" разрешен в api-ms-win-core-errorhandling-l1-1-1.dll!GetLastError."
"Message",Normal,"          Метод P/invoke ""SetLastError"" разрешен в api-ms-win-core-errorhandling-l1-1-1.dll!SetLastError."
"Message",Normal,"          Метод P/invoke ""GetLastError"" разрешен в api-ms-win-core-errorhandling-l1-1-1.dll!GetLastError."
"Message",Normal,"          P/invoke ""NormalizeString"" не удалось разрешить; будет использовано значение по умолчанию api-ms-win-core-normalization-l1-1-0.dll!NormalizeString."
"Message",Normal,"          Метод P/invoke ""RoInitialize"" разрешен в api-ms-win-core-winrt-l1-1-0.dll!RoInitialize."
"Message",Normal,"          Метод P/invoke ""IsValidLocaleName"" разрешен в api-ms-win-core-localization-l1-2-1.dll!IsValidLocaleName."
"Message",Normal,"          Метод P/invoke ""ResolveLocaleName"" разрешен в api-ms-win-core-localization-l1-2-1.dll!ResolveLocaleName."
"Message",Normal,"          Метод P/invoke ""FormatMessage"" разрешен в api-ms-win-core-localization-l1-2-1.dll!FormatMessageA."
"Message",Normal,"          Метод P/invoke ""GetCPInfoExW"" разрешен в api-ms-win-core-localization-l1-2-1.dll!GetCPInfoExW."
"Message",Normal,"          Метод P/invoke ""IdnToAscii"" разрешен в api-ms-win-core-localization-l1-2-1.dll!IdnToAscii."
"Message",Normal,"          Метод P/invoke ""IdnToUnicode"" разрешен в api-ms-win-core-localization-l1-2-1.dll!IdnToUnicode."
"Message",Normal,"          Метод P/invoke ""FindNLSStringEx"" разрешен в api-ms-win-core-localization-l1-2-1.dll!FindNLSStringEx."
"Message",Normal,"          Метод P/invoke ""FormatMessageW"" разрешен в api-ms-win-core-localization-l1-2-1.dll!FormatMessageW."
"Message",Normal,"          Метод P/invoke ""FormatMessageW"" разрешен в api-ms-win-core-localization-l1-2-1.dll!FormatMessageW."
"Message",Normal,"          Метод P/invoke ""GetCommandLineW"" разрешен в api-ms-win-core-processenvironment-l1-2-0.dll!GetCommandLineW."
"Message",Normal,"          Метод P/invoke ""GetCurrentThreadId"" разрешен в api-ms-win-core-processthreads-l1-1-2.dll!GetCurrentThreadId."
"Message",Normal,"          Метод P/invoke ""GetCurrentProcessId"" разрешен в api-ms-win-core-processthreads-l1-1-2.dll!GetCurrentProcessId."
"Message",Normal,"          Метод P/invoke ""EventWriteTransfer"" разрешен в api-ms-win-eventing-provider-l1-1-0.dll!EventWriteTransfer."
"Message",Normal,"          Метод P/invoke ""EventSetInformation"" разрешен в api-ms-win-eventing-provider-l1-1-0.dll!EventSetInformation."
"Message",Normal,"          Метод P/invoke ""EventRegister"" разрешен в api-ms-win-eventing-provider-l1-1-0.dll!EventRegister."
"Message",Normal,"          Метод P/invoke ""EventUnregister"" разрешен в api-ms-win-eventing-provider-l1-1-0.dll!EventUnregister."
"Message",Normal,"          Метод P/invoke ""RaiseFailFastException"" разрешен в api-ms-win-core-errorhandling-l1-1-3.dll!RaiseFailFastException."
"Message",Normal,"          Метод P/invoke ""QueryPerformanceFrequency"" разрешен в api-ms-win-core-profile-l1-1-0.dll!QueryPerformanceFrequency."
"Message",Normal,"          Метод P/invoke ""QueryPerformanceCounter"" разрешен в api-ms-win-core-profile-l1-1-0.dll!QueryPerformanceCounter."
"Message",Normal,"          P/invoke ""deflateEnd"" не удалось разрешить; будет использовано значение по умолчанию clrcompression.dll!deflateEnd."
"Message",Normal,"          P/invoke ""inflateEnd"" не удалось разрешить; будет использовано значение по умолчанию clrcompression.dll!inflateEnd."
"Message",Normal,"          P/invoke ""deflateInit2_"" не удалось разрешить; будет использовано значение по умолчанию clrcompression.dll!deflateInit2_."
"Message",Normal,"          P/invoke ""deflate"" не удалось разрешить; будет использовано значение по умолчанию clrcompression.dll!deflate."
"Message",Normal,"          Метод P/invoke ""GetNativeSystemInfo"" разрешен в api-ms-win-core-sysinfo-l1-2-1.dll!GetNativeSystemInfo."
"Message",Normal,"          Метод P/invoke ""VirtualQuery"" разрешен в api-ms-win-core-memory-l1-1-2.dll!VirtualQuery."
"Message",Normal,"          Метод P/invoke ""CompareStringEx"" разрешен в api-ms-win-core-string-l1-1-0.dll!CompareStringEx."
"Message",Normal,"          Метод P/invoke ""CompareStringOrdinal"" разрешен в api-ms-win-core-string-l1-1-0.dll!CompareStringOrdinal."
"Message",Normal,"          Метод P/invoke ""FindStringOrdinal"" разрешен в api-ms-win-core-libraryloader-l1-2-0.dll!FindStringOrdinal."
"Message",Normal,"          Метод P/invoke ""CoCreateInstance"" разрешен в api-ms-win-core-com-l1-1-1.dll!CoCreateInstance."
"Message",Normal,"          Метод P/invoke ""QueryUnbiasedInterruptTime"" разрешен в api-ms-win-core-realtime-l1-1-0.dll!QueryUnbiasedInterruptTime."
"Message",Normal,"          Метод P/invoke ""CreateDirectoryW"" разрешен в api-ms-win-core-file-l1-2-1.dll!CreateDirectoryW."
"Message",Normal,"          Метод P/invoke ""DeleteFileW"" разрешен в api-ms-win-core-file-l1-2-1.dll!DeleteFileW."
"Message",Normal,"          Метод P/invoke ""GetFileAttributesExW"" разрешен в api-ms-win-core-file-l1-2-1.dll!GetFileAttributesExW."
"Message",Normal,"          Метод P/invoke ""GetFileType"" разрешен в api-ms-win-core-file-l1-2-1.dll!GetFileType."
"Message",Normal,"          Метод P/invoke ""FindFirstFileExW"" разрешен в api-ms-win-core-file-l1-2-1.dll!FindFirstFileExW."
"Message",Normal,"          Метод P/invoke ""SetFilePointerEx"" разрешен в api-ms-win-core-file-l1-2-1.dll!SetFilePointerEx."
"Message",Normal,"          Метод P/invoke ""FindClose"" разрешен в api-ms-win-core-file-l1-2-1.dll!FindClose."
"Message",Normal,"          Метод P/invoke ""ReadFile"" разрешен в api-ms-win-core-file-l1-2-1.dll!ReadFile."
"Message",Normal,"          Метод P/invoke ""ReadFile"" разрешен в api-ms-win-core-file-l1-2-1.dll!ReadFile."
"Message",Normal,"          Метод P/invoke ""SetEndOfFile"" разрешен в api-ms-win-core-file-l1-2-1.dll!SetEndOfFile."
"Message",Normal,"          Метод P/invoke ""WriteFile"" разрешен в api-ms-win-core-file-l1-2-1.dll!WriteFile."
"Message",Normal,"          Метод P/invoke ""WriteFile"" разрешен в api-ms-win-core-file-l1-2-1.dll!WriteFile."
"Message",Normal,"          Метод P/invoke ""FlushFileBuffers"" разрешен в api-ms-win-core-file-l1-2-1.dll!FlushFileBuffers."
"Message",Normal,"          Метод P/invoke ""SysFreeString"" разрешен в oleaut32.dll!#6."
"Message",Normal,"          Метод P/invoke ""GetFileInformationByHandleEx"" разрешен в api-ms-win-core-file-l2-1-1.dll!GetFileInformationByHandleEx."
"Message",Normal,"          Метод P/invoke ""GetLongPathNameW"" разрешен в api-ms-win-core-file-l1-2-1.dll!GetLongPathNameW."
